Day,Date,UT Start,UT End,Site,Tel,Local Start,Local End
Wednesday,21-Aug,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,28-Aug,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,28-Aug,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Tuesday,3-Sep,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Tuesday,3-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,4-Sep,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,4-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Thursday,5-Sep,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Thursday,5-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Friday,6-Sep,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Friday,6-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Tuesday,10-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Tuesday,10-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,11-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Wednesday,11-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Thursday,12-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Thursday,12-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Friday,13-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,13-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Tuesday,17-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Tuesday,17-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,18-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Wednesday,18-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Thursday,19-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Thursday,19-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Friday,20-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,20-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Tuesday,24-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Tuesday,24-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,25-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Wednesday,25-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Thursday,26-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Thursday,26-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Friday,27-Sep,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,27-Sep,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Tuesday,1-Oct,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Tuesday,1-Oct,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,2-Oct,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Wednesday,2-Oct,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Thursday,3-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Thursday,3-Oct,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Friday,4-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Friday,4-Oct,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Tuesday,8-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Tuesday,8-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Wednesday,9-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Wednesday,9-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Thursday,10-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Thursday,10-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Friday,11-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Friday,11-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Tuesday,15-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Tuesday,15-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Wednesday,16-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Wednesday,16-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Thursday,17-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Thursday,17-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Friday,18-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Friday,18-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Tuesday,22-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Tuesday,22-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Wednesday,23-Oct,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Wednesday,23-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Thursday,24-Oct,9:30:00,10:00:00,COJ,2m0a,10:30:00,11:00:00
Thursday,24-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Friday,25-Oct,9:30:00,10:00:00,COJ,2m0a,10:30:00,11:00:00
Friday,25-Oct,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Tuesday,29-Oct,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Tuesday,29-Oct,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Wednesday,30-Oct,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Wednesday,30-Oct,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Thursday,31-Oct,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Thursday,31-Oct,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Friday,1-Nov,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Friday,1-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Tuesday,5-Nov,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Tuesday,5-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Wednesday,6-Nov,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Wednesday,6-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Thursday,7-Nov,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Thursday,7-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Friday,8-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Friday,8-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Tuesday,12-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Tuesday,12-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Wednesday,13-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,13-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Thursday,14-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Thursday,14-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Friday,15-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Friday,15-Nov,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Tuesday,19-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Tuesday,19-Nov,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,20-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,20-Nov,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Thursday,21-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Thursday,21-Nov,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,22-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,22-Nov,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,26-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Tuesday,26-Nov,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,27-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,27-Nov,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Thursday,28-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Thursday,28-Nov,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,29-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,29-Nov,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
