Day,Date,UT Start,UT End,Site,Tel,Local Start,Local End
Thursday,7-Mar,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Thursday,7-Mar,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,8-Mar,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Friday,8-Mar,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,12-Mar,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Tuesday,12-Mar,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,13-Mar,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Wednesday,13-Mar,9:30:00,10:00:00,COJ,0m4a,9:30:00,10:00:00
Wednesday,13-Mar,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,13-Mar,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,14-Mar,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Thursday,14-Mar,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,15-Mar,9:15:00,9:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,15-Mar,15:15:00,15:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,19-Mar,9:15:00,9:45:00,COJ,2m0a,9:15:00,9:45:00
Tuesday,19-Mar,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Wednesday,20-Mar,9:15:00,9:45:00,COJ,2m0a,9:15:00,9:45:00
Wednesday,20-Mar,9:15:00,9:45:00,COJ,0m4a,9:15:00,9:45:00
Wednesday,20-Mar,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Wednesday,20-Mar,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Thursday,21-Mar,9:15:00,9:45:00,COJ,2m0a,9:15:00,9:45:00
Thursday,21-Mar,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Friday,22-Mar,9:15:00,9:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,22-Mar,15:00:00,15:30:00,OGG,2m0a,15:00:00,15:30:00
Tuesday,26-Mar,9:15:00,9:45:00,COJ,2m0a,10:15:00,10:45:00
Tuesday,26-Mar,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Wednesday,27-Mar,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Wednesday,27-Mar,9:00:00,9:30:00,COJ,0m4a,10:00:00,10:30:00
Wednesday,27-Mar,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Wednesday,27-Mar,15:00:00,15:30:00,OGG,0m4b,16:00:00,16:30:00
Thursday,28-Mar,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Thursday,28-Mar,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Friday,29-Mar,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,29-Mar,15:00:00,15:30:00,OGG,2m0a,16:00:00,16:30:00
Tuesday,2-Apr,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Tuesday,2-Apr,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,3-Apr,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Wednesday,3-Apr,9:00:00,9:30:00,COJ,0m4a,10:00:00,10:30:00
Wednesday,3-Apr,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,3-Apr,14:45:00,15:15:00,OGG,0m4b,15:45:00,16:15:00
Thursday,4-Apr,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Thursday,4-Apr,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Friday,5-Apr,9:00:00,9:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,5-Apr,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Tuesday,9-Apr,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Tuesday,9-Apr,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,10-Apr,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,10-Apr,8:45:00,9:15:00,COJ,0m4a,9:45:00,10:15:00
Wednesday,10-Apr,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Wednesday,10-Apr,14:45:00,15:15:00,OGG,0m4b,15:45:00,16:15:00
Thursday,11-Apr,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Thursday,11-Apr,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Friday,12-Apr,8:45:00,9:15:00,COJ,2m0a,9:45:00,10:15:00
Friday,12-Apr,14:45:00,15:15:00,OGG,2m0a,15:45:00,16:15:00
Tuesday,30-Apr,8:30:00,9:00:00,COJ,2m0a,9:30:00,10:00:00
Tuesday,30-Apr,14:30:00,15:00:00,OGG,2m0a,15:30:00,16:00:00
Wednesday,1-May,8:30:00,9:00:00,COJ,2m0a,9:30:00,10:00:00
Wednesday,1-May,8:30:00,9:00:00,COJ,0m4a,9:30:00,10:00:00
Wednesday,1-May,14:30:00,15:00:00,OGG,2m0a,15:30:00,16:00:00
Wednesday,1-May,14:30:00,15:00:00,OGG,0m4b,15:30:00,16:00:00
Thursday,2-May,8:30:00,9:00:00,COJ,2m0a,9:30:00,10:00:00
Thursday,2-May,14:30:00,15:00:00,OGG,2m0a,15:30:00,16:00:00
Friday,3-May,8:30:00,9:00:00,COJ,2m0a,9:30:00,10:00:00
Friday,3-May,14:30:00,15:00:00,OGG,2m0a,15:30:00,16:00:00
Tuesday,7-May,8:30:00,9:00:00,COJ,2m0a,9:30:00,10:00:00
Tuesday,7-May,14:30:00,15:00:00,OGG,2m0a,15:30:00,16:00:00
Wednesday,8-May,8:30:00,9:00:00,COJ,2m0a,9:30:00,10:00:00
Wednesday,8-May,8:30:00,9:00:00,COJ,0m4a,9:30:00,10:00:00
Wednesday,8-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,8-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,9-May,8:30:00,9:00:00,COJ,2m0a,9:30:00,10:00:00
Thursday,9-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,10-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,10-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,14-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Tuesday,14-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,15-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Wednesday,15-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Wednesday,15-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,15-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,16-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Thursday,16-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,17-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,17-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,21-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Tuesday,21-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,22-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Wednesday,22-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Wednesday,22-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,22-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,23-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Thursday,23-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,24-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,24-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,28-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Tuesday,28-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,29-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Wednesday,29-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Wednesday,29-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,29-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,30-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Thursday,30-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,31-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,31-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
