Day,Date,UT Start,UT End,Site,Tel,Local Start,Local End
Thursday,1-Nov,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Thursday,1-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Friday,2-Nov,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Friday,2-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Tuesday,6-Nov,9:30:00,10:00:00,COJ,2m0a,9:30:00,10:00:00
Tuesday,6-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Wednesday,7-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,7-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Wednesday,7-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,7-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Thursday,8-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Thursday,8-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Friday,9-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Friday,9-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Tuesday,13-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Tuesday,13-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Wednesday,14-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,14-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Wednesday,14-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,14-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Thursday,15-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Thursday,15-Nov,15:00:00,15:30:00,OGG,0m4b,15:00:00,15:30:00
Friday,16-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Friday,16-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Tuesday,20-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Tuesday,20-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Wednesday,21-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,21-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Wednesday,21-Nov,9:45:00,10:15:00,COJ,2m0a,9:45:00,10:15:00
Wednesday,21-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,22-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Thursday,22-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Friday,23-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,23-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Tuesday,27-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Tuesday,27-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Wednesday,28-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Wednesday,28-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Wednesday,28-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Wednesday,28-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,29-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Thursday,29-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
Friday,30-Nov,10:00:00,10:30:00,COJ,2m0a,10:00:00,10:30:00
Friday,30-Nov,15:15:00,15:45:00,OGG,0m4b,15:15:00,15:45:00
